Date,Open,High,Low,Close*,Adj Close**,Volume
9/8/2016,4796,4798,4665,4671,4671,265154
9/11/2016,4671,4772,4629,4766.75,4766.75,178342
9/12/2016,4763.25,4764.75,4699.25,4727.75,4727.75,142822
9/13/2016,4732.75,4771,4724,4732.5,4732.5,77624
9/14/2016,4734,4826.75,4720.5,4817.75,4817.75,61726
9/15/2016,4813.25,4828.75,4799,4817,4817,285889
9/18/2016,4814.75,4841.75,4782.5,4794.25,4794.25,235031
9/19/2016,4796.75,4820.5,4790,4798.5,4798.5,195027
9/20/2016,4800,4854.5,4788.5,4850,4850,291231
9/21/2016,4849,4892.25,4842.75,4886.25,4886.25,196512
9/22/2016,4887.25,4889.75,4848.25,4856.5,4856.5,197323
9/25/2016,4852,4859.5,4807.5,4815,4815,209587
9/26/2016,4813.75,4864.5,4800.75,4860.75,4860.75,227156
9/27/2016,4857.5,4873.25,4844.75,4868.25,4868.25,208679
9/28/2016,4866.75,4876.5,4812.5,4844.25,4844.25,306337
9/29/2016,4839.25,4885.5,4811.75,4870.25,4870.25,248154
10/2/2016,4867.25,4879.5,4842.75,4865.75,4865.75,177125
10/3/2016,4866.75,4888,4836.25,4857.5,4857.5,276978
10/4/2016,4856.5,4888.5,4849.25,4873.5,4873.5,182962
10/5/2016,4874,4881,4845.5,4872,4872,187196
10/6/2016,4870.25,4883.75,4834.75,4859,4859,281205
10/10/2016,4892,4897.25,4798,4827,4827,316603
10/11/2016,4822.25,4842,4800.25,4813.5,4813.5,234222
10/12/2016,4804.75,4813,4754.5,4796,4796,297938
10/13/2016,4796,4841,4786.25,4804.25,4804.25,237878
10/16/2016,4803.5,4810.5,4781,4803.25,4803.25,179668
10/17/2016,4802.25,4856.75,4799.75,4827,4827,205551
10/18/2016,4823.75,4840.25,4811,4830.25,4830.25,148339
10/19/2016,4828.25,4847.25,4798.75,4843.75,4843.75,248117
10/20/2016,4844.25,4849,4814.75,4843.25,4843.25,188661
10/23/2016,4847.25,4908.75,4842.75,4902.75,4902.75,182257
10/24/2016,4906.25,4919.5,4873.5,4886,4886,184984
10/25/2016,4874,4881.75,4839.5,4853.75,4853.75,234117
10/26/2016,4852,4880.25,4804.25,4807,4807,261342
10/27/2016,4818.25,4843.25,4786.5,4806,4806,325145
10/30/2016,4795.25,4830,4788.25,4796.75,4796.75,199169
10/31/2016,4802.75,4817,4718.75,4757.25,4757.25,307806
11/1/2016,4754.5,4768.5,4708.25,4716.75,4716.75,300313
11/2/2016,4700,4729.5,4668.25,4674.5,4674.5,280599
11/3/2016,4671.25,4695.5,4651.25,4657.75,4657.75,264048
11/7/2016,4709.75,4781.75,4709.75,4775.75,4775.75,223773
11/8/2016,4777.5,4822.5,4752.75,4802.25,4802.25,219987
11/9/2016,4807.25,4837.5,4558.5,4820.5,4820.5,719499
11/10/2016,4817.5,4879.75,4679.25,4743.75,4743.75,555100
11/14/2016,4753,4784.5,4672.75,4694.5,4694.5,285041
11/15/2016,4692.75,4779.25,4688,4766,4766,238486
11/16/2016,4765,4794.75,4736.25,4783.25,4783.25,195711
11/17/2016,4781.5,4831.5,4778,4828.5,4828.5,190166
11/18/2016,4828.75,4840.5,4803,4808.5,4808.5,168797
11/21/2016,4813.5,4862,4803.25,4854,4854,167542
11/22/2016,4858,4884.75,4857,4874.75,4874.75,157465
11/23/2016,4877.25,4882.5,4830.25,4849.5,4849.5,159650
11/25/2016,4850.5,4870,4839.5,4868.5,4868.5,75485
11/28/2016,4864.25,4879.75,4842.75,4861,4861,143185
11/29/2016,4861,4897.75,4847.5,4875,4875,175916
11/30/2016,4872.5,4885.5,4812.5,4816,4816,231494
12/1/2016,4819,4827.5,4722.75,4736.5,4736.5,291375
12/2/2016,4735.5,4759,4707.25,4738.5,4738.5,235325
12/5/2016,4719,4795.75,4701.5,4780.5,4780.5,207428
12/6/2016,4780.75,4796.5,4767.75,4786.75,4786.75,185123
12/7/2016,4788.75,4854.75,4763.5,4841.75,4841.75,232690
12/8/2016,4844.5,4869.5,4836,4863,4863,225777
12/9/2016,4861.25,4897.5,4852.5,4893.75,4893.75,133170
12/12/2016,4899,4917,4852.5,4867.75,4867.75,124198
12/13/2016,4867,4962,4861.5,4937.75,4937.75,131855
12/14/2016,4939.5,4956.5,4910.25,4931.75,4931.75,74019
12/15/2016,4928.5,4960.75,4917.5,4934.5,4934.5,48306
12/16/2016,4938,4948.25,4930.25,4943.5,4943.5,185358
12/19/2016,4915.75,4966.25,4912.5,4938.75,4938.75,146138
12/20/2016,4939.5,4963.25,4938.5,4956,4956,109979
12/21/2016,4956,4960,4939.25,4949.5,4949.5,90653
12/22/2016,4948,4953,4917,4936.5,4936.5,110522
12/23/2016,4933.75,4943.75,4922.75,4942.25,4942.25,69061
12/27/2016,4942,4994.5,4940,4961.25,4961.25,100365
12/28/2016,4961.25,4979.25,4920.25,4923.75,4923.75,136664
12/29/2016,4923.75,4933.5,4901.25,4918.5,4918.5,121556
12/30/2016,4920.5,4940,4850,4864,4864,197659
1/3/2017,4876.75,4927.5,4876.75,4906.25,4906.25,215983
1/4/2017,4906.5,4942.5,4903,4933.5,4933.5,171952
1/5/2017,4934.75,4964.25,4920.5,4962,4962,169565
1/6/2017,4962.5,5017.5,4952.5,5004,5004,183315
1/9/2017,5004.5,5029.5,5002.5,5022,5022,148112
1/10/2017,5022,5047,5007.25,5031.25,5031.25,153774
1/11/2017,5032.75,5048.25,5007.5,5046.5,5046.5,218752
1/12/2017,5044.5,5044.75,4990.25,5034.75,5034.75,212324
1/13/2017,5035.25,5063.25,5035.25,5061.25,5061.25,136613
1/17/2017,5056.25,5059,5025,5040.25,5040.25,198098
1/18/2017,5040.5,5057.25,5034,5054.5,5054.5,159690
1/19/2017,5053.25,5074.75,5036.5,5053.5,5053.5,185603
1/20/2017,5055.5,5083,5044.75,5058.25,5058.25,216184
1/23/2017,5059,5069.75,5030.25,5063.5,5063.5,181150
1/24/2017,5063.75,5104,5060,5096.25,5096.25,141578
1/25/2017,5100,5150,5099.75,5146.5,5146.5,153214
1/26/2017,5148.25,5168.5,5141.75,5147.75,5147.75,173375
1/27/2017,5144.25,5167.5,5139.25,5162.5,5162.5,138335
1/30/2017,5146.25,5154.5,5094.5,5124.5,5124.5,249340
1/31/2017,5123.5,5135,5083.25,5112.75,5112.75,214696
2/1/2017,5132,5158.25,5123,5148.5,5148.5,237364
2/2/2017,5147.75,5157.5,5119.5,5131,5131,209875
2/3/2017,5129.5,5162.25,5119.75,5155,5155,181444
2/6/2017,5157.25,5163.5,5140.25,5157.75,5157.75,145402
2/7/2017,5157,5192,5154.25,5176.75,5176.75,164423
2/8/2017,5175,5197,5163.5,5191.25,5191.25,166260
2/9/2017,5189.75,5219.25,5186.25,5212.25,5212.25,157897
2/10/2017,5211.25,5232.5,5209.75,5226.75,5226.75,147032
2/13/2017,5229.25,5261.5,5226.75,5259.25,5259.25,144520
2/14/2017,5259.25,5278,5239.75,5276,5276,166904
2/15/2017,5274.5,5313.5,5265.25,5310,5310,168262
2/16/2017,5313,5317,5288.5,5300.5,5300.5,209931
2/17/2017,5300.25,5328.75,5286.75,5325.75,5325.75,170805
2/21/2017,5323.5,5353.75,5320.5,5343.75,5343.75,192758
2/22/2017,5345.5,5355.5,5336.25,5351,5351,156582
2/23/2017,5352.5,5361.25,5310.75,5332,5332,240394
2/24/2017,5329.25,5344.5,5299,5343.25,5343.25,211944
2/27/2017,5340,5352.5,5323.25,5347.5,5347.5,153779
2/28/2017,5345,5350,5317,5332.25,5332.25,168037
3/1/2017,5334.5,5400,5332,5386,5386,241769
3/2/2017,5382.75,5393.75,5356.25,5364.75,5364.75,206020
3/3/2017,5358.75,5373.5,5344.25,5372,5372,176727
3/6/2017,5369,5374.5,5339,5361,5361,166727
3/7/2017,5354.75,5374.25,5341.5,5349.75,5349.75,180791
3/8/2017,5350,5377.25,5333.75,5363,5363,221615
3/9/2017,5362.25,5372,5335.5,5366.75,5366.75,249227
3/10/2017,5370,5395.25,5363,5382,5382,159754
3/12/2017,5381,5396.5,5371.75,5395.5,5395.5,85360
3/13/2017,5394.5,5396.75,5360,5381.5,5381.5,92067
3/14/2017,5380.5,5427.25,5376,5415.25,5415.25,63828
3/15/2017,5412.25,5440,5398.75,5413,5413,35580
3/16/2017,5411.75,5423,5405.75,5417.25,5417.25,143955
3/19/2017,5407.25,5428,5396,5418.5,5418.5,144687
3/20/2017,5415.75,5441,5330,5338.25,5338.25,414738
3/21/2017,5334.25,5376.25,5315,5365.75,5365.75,335865
3/22/2017,5365.5,5378.5,5347.25,5354.5,5354.5,269772
3/23/2017,5357,5395,5347.5,5378.75,5378.75,294980
3/26/2017,5360,5385.75,5317.25,5379,5379,276499
3/27/2017,5382.5,5424.75,5363.5,5405,5405,245032
3/28/2017,5409,5437.5,5404.75,5436,5436,173940
3/29/2017,5436,5451,5426.5,5437.5,5437.5,163121
3/30/2017,5440.75,5452.75,5421,5438.5,5438.5,166661
4/2/2017,5436.75,5455,5403.25,5434.5,5434.5,264740
4/3/2017,5432.75,5448,5406.75,5444,5444,195119
4/4/2017,5447,5481.25,5409,5416.25,5416.25,301129
4/5/2017,5414,5437.25,5390,5422.75,5422.75,287867
4/6/2017,5426.75,5436,5382.75,5421.25,5421.25,243807
4/9/2017,5420.75,5443.75,5405.75,5422.25,5422.25,197534
4/10/2017,5426.75,5429.25,5358,5401.75,5401.75,332142
4/11/2017,5402.75,5412.75,5369,5372.75,5372.75,251108
4/12/2017,5369,5399.5,5347.5,5359,5359,278784
4/16/2017,5352.75,5399.5,5347.75,5395.25,5395.25,148626
4/17/2017,5397.5,5405.25,5375.5,5389.25,5389.25,246219
4/18/2017,5389.75,5430.75,5388.75,5397.75,5397.75,213579
4/19/2017,5398,5454.75,5394.5,5442.75,5442.75,231392
4/20/2017,5445,5454.75,5427.5,5442,5442,193756
4/23/2017,5471,5512.75,5471,5504,5504,212519
4/24/2017,5502,5557.25,5499,5548.25,5548.25,172850
4/25/2017,5546.75,5562.5,5535,5536.25,5536.25,221754
4/26/2017,5535.25,5599,5534.25,5591,5591,194734
4/27/2017,5584.5,5597.75,5571.75,5580.5,5580.5,185941
4/30/2017,5581,5637.25,5573.5,5630.75,5630.75,166028
5/1/2017,5629,5641.75,5622.5,5639.75,5639.75,169050
5/2/2017,5621,5631,5606,5613.25,5613.25,206431
5/3/2017,5609,5634,5603.75,5625.75,5625.75,223464
5/4/2017,5627,5649.5,5612.5,5648.25,5648.25,166263
5/7/2017,5658.25,5660.5,5634.5,5655.5,5655.5,164353
5/8/2017,5654.25,5687.75,5650.75,5676.25,5676.25,194000
5/9/2017,5678.5,5679.75,5658.25,5675.5,5675.5,174081
5/10/2017,5674.75,5676.25,5636.25,5670.75,5670.75,238806
5/11/2017,5670,5689.75,5656.5,5689,5689,186832
5/14/2017,5689.5,5706.5,5682.5,5701.25,5701.25,180918
5/15/2017,5705,5727.25,5696.25,5724.25,5724.25,183423
5/16/2017,5723.5,5724,5574.75,5578.75,5578.75,506880
5/17/2017,5575.5,5648.5,5550.5,5630.5,5630.5,522258
5/18/2017,5631.5,5676.5,5622,5653.25,5653.25,292202
5/21/2017,5652.75,5704.25,5648.75,5702,5702,198203
5/22/2017,5701.5,5718.5,5688.5,5711.5,5711.5,219010
5/23/2017,5709.5,5734.5,5705.25,5731.25,5731.25,191514
5/24/2017,5731.5,5795.5,5731.25,5782,5782,239940
5/25/2017,5781.25,5796.5,5772.75,5792.25,5792.25,163404
5/29/2017,5793,5803.5,5778.25,5792,5792,197717
5/30/2017,5792.5,5819.25,5763.75,5793.25,5793.25,332645
5/31/2017,5804.75,5824,5780.5,5822,5822,266069
6/1/2017,5823.75,5886.75,5822,5886,5886,298205
6/4/2017,5878.25,5891.25,5872.75,5880.75,5880.75,177414
6/5/2017,5880.25,5893.25,5848.5,5863.25,5863.25,257087
6/6/2017,5862.25,5884.75,5845.75,5879.75,5879.75,274935
6/7/2017,5877.75,5897.75,5853.5,5885,5885,266471
6/8/2017,5872.5,5898.75,5660.25,5740.5,5740.5,425289
6/11/2017,5740.5,5746.5,5634.5,5711,5711,260181
6/12/2017,5713.25,5760.25,5706.75,5751.25,5751.25,144808
6/13/2017,5752.25,5780,5680,5725.25,5725.25,120807
6/14/2017,5722.75,5724.5,5633.75,5702.5,5702.5,64524
6/15/2017,5701.5,5720,5685,5702,5702,356290
6/18/2017,5694.25,5782.5,5683.25,5766,5766,271968
6/19/2017,5766.75,5784,5729,5732.75,5732.75,301241
6/20/2017,5728.25,5796.5,5699,5796,5796,319202
6/21/2017,5793.25,5814.5,5770.75,5785.75,5785.75,233021
6/22/2017,5785.5,5815.5,5763,5812.25,5812.25,213552
6/25/2017,5803,5852,5768,5778.25,5778.25,311741
6/26/2017,5780.75,5784,5669,5676.5,5676.5,418001
6/27/2017,5673.75,5768.75,5632,5763.5,5763.5,396603
6/28/2017,5766.25,5776,5601,5653,5653,604720
6/29/2017,5648.25,5686.5,5623.5,5652.75,5652.75,336513
7/3/2017,5658,5690.75,5581.25,5589.25,5589.25,232656
7/4/2017,5591.25,5667.75,5560.25,5651.5,5651.5,392297
7/5/2017,5650.5,5652.75,5580,5596.75,5596.75,370735
7/6/2017,5598.5,5676.5,5591.5,5655.75,5655.75,266767
7/9/2017,5663,5711.5,5650,5694,5694,241360
7/10/2017,5692,5722.5,5667.5,5720,5720,283454
7/11/2017,5719.5,5790,5712.75,5785.75,5785.75,262329
7/12/2017,5786.75,5812,5777.25,5797.5,5797.5,240958
7/13/2017,5799.5,5847.75,5787.75,5843.25,5843.25,230871
7/16/2017,5843.5,5863.75,5831.25,5855,5855,217890
7/17/2017,5858.25,5898.5,5820.25,5882.75,5882.75,246038
7/18/2017,5895.5,5925,5889,5918.25,5918.25,233290
7/19/2017,5919.5,5938.5,5897,5925.25,5925.25,265354
7/20/2017,5930.75,5931.25,5890.5,5918.75,5918.75,254484
7/23/2017,5919.25,5954.75,5905,5934,5934,195018
7/24/2017,5925.25,5946.25,5915.75,5933.75,5933.75,237095
7/25/2017,5933.75,5958,5927,5948,5948,190190
7/26/2017,5961,5995.75,5844.75,5909.5,5909.5,539445
7/27/2017,5909,5918.25,5850,5910.25,5910.25,338476
7/30/2017,5910,5933.5,5870.25,5882.5,5882.5,280483
7/31/2017,5884.5,5931.25,5875.5,5889.25,5889.25,229005
8/1/2017,5933,5947.5,5856.25,5910.75,5910.75,389618
8/2/2017,5911.25,5924.5,5877.25,5890,5890,289423
8/3/2017,5889,5912,5874.25,5898,5898,256730
8/6/2017,5900,5937.75,5898,5934,5934,165201
8/7/2017,5935,5972.75,5907.5,5918,5918,305079
8/8/2017,5913.25,5924.5,5861.75,5922.5,5922.5,377648
8/9/2017,5922.5,5923,5767.25,5789.75,5789.75,548167
8/10/2017,5769,5845.75,5761,5838.25,5838.25,394754
8/13/2017,5837.25,5916.75,5837.25,5910,5910,261541
8/14/2017,5913.5,5945,5895.5,5912,5912,249827
8/15/2017,5915.25,5949.5,5902,5923.5,5923.5,293910
8/16/2017,5920,5923.75,5786.5,5800.25,5800.25,511900
8/17/2017,5792.25,5835,5772.5,5801.25,5801.25,443313
8/20/2017,5805,5816.75,5752.25,5794,5794,360383
8/21/2017,5795.25,5882.25,5794.25,5878.5,5878.5,307895
8/22/2017,5878.25,5884,5841.5,5848,5848,301682
8/23/2017,5845.75,5874.25,5803.25,5840.5,5840.5,372774
8/24/2017,5845.25,5874,5816.5,5825,5825,300167
8/27/2017,5819.75,5856,5801.25,5844.75,5844.75,216424
8/28/2017,5820,5875.5,5777.25,5869.75,5869.75,334338
8/29/2017,5869.75,5944,5862.5,5935,5935,273971
8/30/2017,5936.25,5998,5932.5,5990.75,5990.75,273833
8/31/2017,5994,6019.75,5973.25,5988.25,5988.25,229855
9/4/2017,5956.5,5984.75,5889.5,5939.25,5939.25,485650
9/5/2017,5943.5,5965.75,5909.25,5955,5955,335781
9/6/2017,5952,5981.5,5932.25,5970,5970,301526
9/7/2017,5969.25,5972,5907.5,5916.25,5916.25,190958
9/10/2017,5928.75,5991.75,5928.75,5982.5,5982.5,160000
9/11/2017,5981.25,6004,5967.5,5996.5,5996.5,125609
9/12/2017,5999,6005.25,5975.5,6002,6002,76177
9/13/2017,6001.75,6002.5,5963.5,5966.25,5966.25,72484
9/14/2017,5965.25,5978.25,5945.25,5974,5974,268013
9/17/2017,5999.25,6018.25,5967.25,5986.75,5986.75,235721
9/18/2017,5989.75,6004.75,5975,5997,5997,212483
9/19/2017,5997,6000.5,5930.5,5978.5,5978.5,347504
9/20/2017,5976,5980.25,5919.25,5945.25,5945.25,343404
9/21/2017,5944.25,5945.5,5911,5935.75,5935.75,272649
9/24/2017,5930.75,5954.25,5842,5876.5,5876.5,447828
9/25/2017,5878.75,5912.5,5862.75,5892.5,5892.5,343472
9/26/2017,5889.75,5963,5886.5,5941,5941,349282
9/27/2017,5936,5948.25,5911.25,5938.5,5938.5,268097
9/28/2017,5939.25,5985.5,5933,5982.5,5982.5,275661
10/1/2017,5984,6009.75,5958.5,5980.5,5980.5,269518
10/2/2017,5985.5,6004.75,5978.75,5998,5998,207901
10/3/2017,5999,6015.5,5979.5,6004,6004,236714
10/4/2017,6005,6068,6001,6065.75,6065.75,254723
10/5/2017,6062.25,6071.5,6037.5,6064.25,6064.25,232608
10/8/2017,6062.5,6084,6054.75,6064.5,6064.5,155751
10/9/2017,6062.25,6088.5,6039,6065.25,6065.25,238961
10/10/2017,6064.5,6086,6053.25,6082.5,6082.5,180901
10/11/2017,6083.5,6097,6066.5,6074.75,6074.75,200082
10/12/2017,6073,6104,6068.5,6099.75,6099.75,178530
10/15/2017,6101.5,6121.5,6098,6120.25,6120.25,167591
10/16/2017,6119.75,6125.5,6105,6123.75,6123.75,154430
10/17/2017,6122.25,6132.75,6108,6119.25,6119.25,180414
10/18/2017,6121.25,6121.75,6051.25,6097.75,6097.75,332212
10/19/2017,6097.75,6129.5,6090.5,6111,6111,222217
10/22/2017,6109.5,6128,6060.5,6064.75,6064.75,247882
10/23/2017,6064.75,6092.5,6057,6079.5,6079.5,235526
10/24/2017,6073.5,6087.5,6011,6064.5,6064.5,436671
10/25/2017,6065,6096.25,6035,6084.75,6084.75,320283
10/26/2017,6092,6225.75,6078.75,6215.25,6215.25,435844
10/29/2017,6209.5,6251.5,6202.25,6224.25,6224.25,360344
10/30/2017,6221.75,6258.75,6219.25,6249.75,6249.75,239132
10/31/2017,6249.75,6284.5,6223.5,6240.75,6240.75,346061
11/1/2017,6230,6263,6192.5,6235.75,6235.75,356528
11/2/2017,6252.5,6296.75,6236,6290.5,6290.5,301691
11/6/2017,6285.25,6317.5,6268,6313.5,6313.5,218392
11/7/2017,6311.5,6331.5,6296.25,6316,6316,284157
11/8/2017,6310.5,6345.5,6301.5,6341.5,6341.5,218248
11/9/2017,6342.25,6351.5,6244.75,6314.5,6314.5,550267
11/10/2017,6312.75,6321,6281,6309.25,6309.25,266728
11/13/2017,6312.5,6325,6281,6312,6312,229366
11/14/2017,6310.75,6318.25,6262.75,6293.5,6293.5,342800
11/15/2017,6293.5,6294.75,6230.75,6266.25,6266.25,399624
11/16/2017,6264.5,6358.5,6260.75,6341,6341,339694
11/17/2017,6342.75,6351.75,6308.5,6313.25,6313.25,275846
11/20/2017,6312,6329.25,6291.25,6316,6316,203721
11/21/2017,6315.75,6385.25,6311.25,6379.5,6379.5,216030
11/22/2017,6381.25,6395.25,6375.25,6389.5,6389.5,116314
11/24/2017,6388.25,6416,6375.75,6413.5,6413.5,118443
11/27/2017,6414.25,6424.5,6394.75,6413.25,6413.25,204123
11/28/2017,6413.25,6429.5,6388.75,6420.25,6420.25,307329
11/29/2017,6423.5,6428.5,6283,6305.5,6305.5,625761
11/30/2017,6306.5,6377.5,6289,6369,6369,457769
12/1/2017,6353.75,6369,6246,6346.25,6346.25,608005
12/4/2017,6371,6391.75,6250.75,6265.25,6265.25,520744
12/5/2017,6255.5,6339.75,6231.75,6271.75,6271.75,443788
12/6/2017,6269,6307,6232.5,6293,6293,363675
12/7/2017,6298,6335.5,6288.75,6323,6323,325352
12/8/2017,6322.25,6379,6320.5,6340,6340,180084
12/11/2017,6343,6409.75,6339.75,6397.5,6397.5,148290
12/12/2017,6404.25,6407.75,6371.75,6384.25,6384.25,134498
12/13/2017,6385,6418.75,6365.5,6398.5,6398.5,109048
12/14/2017,6396.75,6425,6385.5,6391.75,6391.75,79395
12/15/2017,6389.5,6500,6384,6478,6478,288903
12/18/2017,6498,6542,6497.5,6535.25,6535.25,220351
12/19/2017,6535,6545.75,6479.75,6500.75,6500.75,272966
12/20/2017,6504,6529,6463.25,6489,6489,276115
12/21/2017,6486.75,6520.75,6476,6492.25,6492.25,211561
12/22/2017,6489.75,6501.75,6467.5,6483.75,6483.75,130810
12/26/2017,6482.5,6492,6432.25,6460,6460,135130
12/27/2017,6461.25,6475.5,6442,6454,6454,158481
12/28/2017,6452.25,6477.5,6442.25,6446.25,6446.25,138254
12/29/2017,6444.5,6467.75,6383.25,6408.75,6408.75,210114
1/2/2018,6405,6523.25,6397.75,6514.75,6514.75,259593
1/3/2018,6513.25,6591.25,6511.25,6584.5,6584.5,223243
1/4/2018,6583.75,6617.5,6580,6603.5,6603.5,254577
1/5/2018,6608,6671,6599.75,6667.75,6667.75,214944
1/8/2018,6667.75,6690.75,6653.25,6688,6688,198494
1/9/2018,6687.25,6707.25,6667.25,6687,6687,272445
1/10/2018,6679.75,6686.75,6628.25,6677.25,6677.25,320261
1/11/2018,6676.5,6728.75,6664.25,6726.5,6726.5,228872
1/12/2018,6725.5,6777.75,6703.25,6775.25,6775.25,288871
1/16/2018,6781.5,6845.75,6729.25,6762.25,6762.25,516270
1/17/2018,6762.75,6834.25,6744.75,6823.75,6823.75,357653
1/18/2018,6818,6838,6796,6813,6813,314511
1/19/2018,6816.5,6857,6801.5,6845.75,6845.75,324203
1/22/2018,6830.75,6941.25,6824.25,6931,6931,262762
1/23/2018,6929.75,6981.25,6919.75,6965.75,6965.75,336204
1/24/2018,6956.5,7004.25,6888.25,6931.25,6931.25,526387
1/25/2018,6933.5,6987.25,6902,6931.5,6931.5,415464
1/26/2018,6938,7034.5,6934.25,7030.25,7030.25,326274
1/29/2018,7030,7047.25,6980,6992.5,6992.5,407157
1/30/2018,6991.5,7006.5,6902.75,6941.5,6941.5,524079
1/31/2018,6938.25,6991,6921.5,6962.5,6962.5,413798
2/1/2018,6973,6987.75,6884.75,6898.5,6898.5,492861
2/2/2018,6954,6963.5,6752.25,6755.75,6755.75,642482
2/5/2018,6752.25,6813.5,6387.75,6429.25,6429.25,931677
2/6/2018,6473,6677.5,6260.25,6653.75,6653.75,813419
2/7/2018,6638,6717.75,6532,6555.75,6555.75,593446
2/8/2018,6542,6618.5,6301,6317.25,6317.25,640585
2/9/2018,6328,6455.5,6164,6417.75,6417.75,787495
2/12/2018,6434.5,6567.5,6414.25,6531.75,6531.75,406083
2/13/2018,6529.75,6571,6470.75,6560.5,6560.5,382334
2/14/2018,6559.5,6692.75,6456.25,6687,6687,482298
2/15/2018,6681,6827.5,6669.75,6816,6816,458423
2/16/2018,6816.25,6859.75,6762,6786.75,6786.75,445962
2/20/2018,6783.25,6843.75,6723.25,6790.5,6790.5,461892
2/21/2018,6788.25,6885.5,6741.25,6760.5,6760.5,440206
2/22/2018,6756.5,6831.5,6694.75,6788.75,6788.75,439678
2/23/2018,6792.5,6913.75,6782.75,6909.75,6909.75,368754.5
2/26/2018,6918.25,7007.5,6890,7000,7000,297831
2/27/2018,7003.5,7009,6904,6915.75,6915.75,498392
2/28/2018,6913.75,6970.5,6857.75,6865,6865,461819
3/1/2018,6879.5,6898.75,6689,6760.75,6760.75,793737
3/2/2018,6763.75,6823.25,6646,6804.75,6804.75,636240
3/5/2018,6795.75,6904.5,6742.5,6877.5,6877.5,467865
3/6/2018,6880.5,6939.25,6871.75,6907.75,6907.75,415228
3/7/2018,6858,6937,6798.25,6924.5,6924.5,498163
3/8/2018,6922.75,6977.25,6913.5,6974.25,6974.25,388688
3/9/2018,6972,7103.75,6963,7098.25,7098.25,225672
3/11/2018,7099.25,7158.75,7090,7139.5,7139.5,185865
3/12/2018,7136.75,7188.5,7025.75,7058.25,7058.25,208524
3/13/2018,7039.5,7098,7012.25,7033.5,7033.5,117327
3/14/2018,7036.75,7076.75,7003.25,7046.5,7046.5,56177
3/15/2018,7050.5,7059.25,7031,7044,7044,287434
3/18/2018,7043,7043,6821.25,6914.25,6914.25,571979
3/19/2018,6911.75,6927.75,6863,6917.5,6917.5,401041
3/20/2018,6912.5,6951,6842.25,6884,6884,454570
3/21/2018,6883.25,6915,6686,6692,6692,685491
3/22/2018,6692.25,6721.25,6519,6554.25,6554.25,748098
3/25/2018,6549.75,6779,6525,6773.5,6773.5,637180
3/26/2018,6775.75,6849.25,6490,6561.25,6561.25,731553
3/27/2018,6550.25,6582.25,6421,6477.25,6477.25,948120
3/28/2018,6490.75,6653.75,6443.75,6594,6594,647977
4/1/2018,6557,6588.5,6326.5,6393.25,6393.25,670690
4/2/2018,6405.75,6496.75,6351.25,6469.25,6469.25,681282
4/3/2018,6466,6591.75,6306.75,6582.5,6582.5,635562
4/4/2018,6582,6654.5,6559,6600.25,6600.25,495024
4/5/2018,6608,6611.25,6408.5,6454.75,6454.75,631810
4/8/2018,6463,6618,6460,6497,6497,482071
4/9/2018,6490.5,6651.75,6471.75,6624.25,6624.25,542219
4/10/2018,6625.25,6663.25,6550.75,6592.75,6592.75,443623
4/11/2018,6596.25,6693.75,6589.75,6670.75,6670.75,357175
4/12/2018,6668.75,6713,6606.25,6640.75,6640.75,465366
4/15/2018,6674.25,6722,6639.25,6712,6712,324486
4/16/2018,6704.25,6844.75,6698.5,6828.75,6828.75,325724
4/17/2018,6819.5,6867,6796.75,6843.5,6843.5,298181
4/18/2018,6855.25,6866.25,6755.25,6780,6780,376428
4/19/2018,6777.75,6790.25,6646,6676.25,6676.25,422339
4/22/2018,6705.5,6728,6616.75,6667,6667,384306
4/23/2018,6660.75,6717.75,6467.25,6526.75,6526.75,626789
4/24/2018,6525.75,6576.25,6429.25,6555.75,6555.75,544882
4/25/2018,6583.25,6749,6559.25,6734.75,6734.75,424984
4/26/2018,6744.75,6772,6623,6669.75,6669.75,481734
4/29/2018,6668,6718,6595.5,6613,6613,389473
4/30/2018,6606,6740,6578.75,6692,6692,360806
5/1/2018,6715.5,6729.5,6625.25,6633.5,6633.5,382532
5/2/2018,6630.75,6671.5,6538,6664.5,6664.5,518811
5/3/2018,6666.5,6788.5,6610.5,6774.75,6774.75,408713
5/6/2018,6779,6851.25,6772.25,6826,6826,323768
5/7/2018,6817,6837.5,6771,6820.5,6820.5,370356
5/8/2018,6822,6901.25,6808.25,6896,6896,316609
5/9/2018,6896,6971.25,6888.75,6965,6965,292974
5/10/2018,6949.5,6979.5,6928.25,6960,6960,263016
5/13/2018,6958.25,7013.5,6955.5,6974,6974,255900
5/14/2018,6969,6976.75,6854.25,6890.5,6890.5,432917
5/15/2018,6895.5,6953.5,6875.5,6937.25,6937.25,274261
5/16/2018,6935.25,6962,6875,6905.75,6905.75,325159
5/17/2018,6908.5,6936.25,6862.25,6874,6874,314569
5/20/2018,6919,6957,6881.5,6915.75,6915.75,293370
5/21/2018,6914,6954.75,6890,6909.25,6909.25,269992
5/22/2018,6905.5,6961.5,6829.75,6957,6957,390903
5/23/2018,6956.75,6975,6885.25,6957.25,6957.25,379490
5/24/2018,6955,7003.75,6942.5,6960.25,6960.25,317340
5/28/2018,6989.5,6995,6890.5,6944.5,6944.5,487638
5/29/2018,6948,6994.75,6918.5,6987.25,6987.25,303797
5/30/2018,6978.5,7023.5,6958.25,6977,6977,389141
